,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
376,0.0,0.0,104547,0,0,-1,1,0,4,0.0,0.0,0,Dwight,0.0,329,False,Knee injury - Expected back 12 Jan,2020-08-27T12:30:12.628215Z,59,104547.jpg,0.0,Gayle,0.0,False,,i,14,4,0,146,18,1640,173,0.0,0.0,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,530,57,533,60,531,60,534,60,,,5.0,,,
377,,,104953,0,0,-1,1,0,3,0.0,-0.5,0,Christian,0.0,330,False,,,54,104953.jpg,0.0,Atsu,0.1,False,,a,14,4,0,572,98,2996,357,0.0,0.0,Atsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,506,205,504,206,494,201,511,206,,,,,,
378,0.0,0.0,106618,-1,1,-1,1,0,2,0.0,0.0,0,Paul,0.0,331,False,Lack of match fitness - Unknown return date,2020-09-06T00:30:15.468275Z,44,106618.jpg,0.0,Dummett,0.0,False,,i,14,4,0,53,7,867,102,0.0,0.0,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,365,138,350,137,304,116,372,139,,,,,,
379,,,109528,0,0,0,0,0,2,2.7,2.2,2,Javier,2.7,332,False,,,45,109528.jpg,2.7,Manquillo,0.4,False,,a,14,4,8,8452,1111,8213,1191,0.6,1.8,Manquillo,270,0,0,1,4,0,0,0,1,0,0,0,48,35.0,25.1,4.0,6.4,159,66,107,26,211,63,170,52,,,,,,
380,,,111773,0,0,-1,1,0,2,0.0,-0.5,0,Emil,0.0,333,False,,,44,111773.jpg,0.0,Krafth,0.1,False,,a,14,4,0,258,50,2268,282,0.0,0.0,Krafth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,367,140,352,139,306,118,374,141,,,,,,
381,0.0,0.0,119471,0,0,-1,1,0,2,0.0,0.0,0,Fabian,0.0,334,False,Shoulder Dislocation - Unknown return date,2020-08-15T10:00:11.898916Z,49,119471.jpg,0.0,Schär,0.0,False,,i,14,4,0,125,23,1022,117,0.0,0.0,Schär,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,466,181,458,180,432,168,471,181,,,3.0,,,
382,,,151119,0,0,-1,1,0,2,0.0,-0.5,0,DeAndre,0.0,335,False,,,44,151119.jpg,0.0,Yedlin,0.4,False,,a,14,4,0,2292,399,11350,1507,0.0,0.0,Yedlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370,142,355,141,309,120,377,143,,,,,,
383,,,153127,0,0,0,0,0,3,1.7,1.2,1,Isaac,1.7,336,False,,,50,153127.jpg,1.7,Hayden,0.1,False,,a,14,4,5,1222,261,2761,417,0.3,1.0,Hayden,270,0,0,1,4,0,0,0,2,0,0,0,28,35.0,15.5,10.0,6.1,160,60,156,98,172,92,178,85,,,,,,
384,,,155513,0,0,-1,1,0,3,0.0,-0.5,0,Rolando,0.0,337,False,,,49,155513.jpg,0.0,Aarons,0.1,False,,a,14,4,0,1010,140,2727,379,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,184,460,185,435,173,473,185,,,,,,
385,75.0,75.0,170137,0,0,-1,1,0,3,1.0,0.6,0,Allan,1.3,338,False,Ankle injury - 75% chance of playing,2020-09-20T15:00:16.126673Z,54,170137.jpg,2.0,Saint-Maximin,9.0,False,,d,14,4,4,94722,2467,913116,95971,0.2,0.7,Saint-Maximin,106,0,0,1,2,0,0,0,0,0,0,0,7,3.8,3.4,5.0,1.2,290,132,227,128,206,108,298,134,,,,,,
386,,,179018,0,0,-1,1,0,3,2.3,1.8,2,Miguel,2.3,339,False,,,59,179018.jpg,2.3,Almirón,0.7,False,,a,14,4,7,12511,1491,34186,3971,0.4,1.2,Almirón,126,0,1,0,2,0,0,0,0,0,0,0,33,45.6,66.6,36.0,14.8,115,42,30,21,88,43,58,34,5.0,,,,,
387,,,180974,0,0,-1,1,0,4,1.0,0.5,1,Joelinton Cássio,1.0,340,False,,,59,180974.jpg,1.0,Apolinário de Lira,0.3,False,,a,14,4,3,3126,664,14940,1814,0.2,0.5,Joelinton,123,0,0,0,2,0,0,0,1,0,0,0,13,18.2,18.2,8.0,4.4,217,25,144,20,190,37,221,32,,,,,,
388,0.0,0.0,196118,0,0,-1,1,0,4,0.0,0.0,0,Yoshinori,0.0,341,False,Joined Eibar on loan until the end of the season on 16/9. - Expected back 01 Jul,2020-09-16T09:00:10.507402Z,49,196118.jpg,0.0,Muto,0.2,False,,n,14,4,0,3943,86,18429,1786,0.0,0.0,Muto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,48,465,52,443,51,478,52,,,,,,
389,0.0,0.0,232977,0,0,0,0,0,2,0.0,0.0,0,Kelland,0.0,342,False,Joined Plymouth Argyle on loan until the end of the season on 24/8. - Expected back 01 Jul,2020-08-24T18:30:13.507340Z,40,232977.jpg,0.0,Watts,0.3,False,,n,14,4,0,2660,691,6689,980,0.0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,350,125,334,123,286,100,356,125,,,,,,
390,,,180135,0,0,-1,1,0,3,0.3,-0.2,0,Sean,0.3,480,False,,,49,180135.jpg,1.0,Longstaff,0.1,False,,a,14,4,1,790,114,3441,516,0.1,0.2,Sean Longstaff,2,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.1,320,149,294,146,437,175,330,153,4.0,,2.0,,,
391,,,83314,0,0,0,0,1,3,6.0,5.5,2,Jeff,6.0,485,False,,,50,83314.jpg,6.0,Hendrick,4.6,False,,a,14,4,18,349931,45499,148162,23101,1.2,3.6,Hendrick,253,1,1,1,4,0,0,0,0,0,0,3,53,70.4,16.0,25.0,10.9,56,23,153,96,116,62,95,50,,,,,,
392,0.0,0.0,223175,0,0,-1,1,0,3,0.0,0.0,0,Matthew,0.0,487,False,Thigh injury - Unknown return date,2020-09-11T17:30:09.532421Z,49,223175.jpg,0.0,Longstaff,0.0,False,,i,14,4,0,100,12,1778,161,0.0,0.0,Matty Longstaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,482,191,474,192,455,184,487,192,,,,,,
393,,,81441,0,0,0,0,0,1,0.0,-0.5,0,Mark,0.0,488,False,,,45,81441.jpg,0.0,Gillespie,0.1,False,,a,14,4,0,431,94,1588,258,0.0,0.0,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,401,47,387,28,346,26,407,47,,,,,,
394,,,114243,0,0,0,0,0,3,0.3,-0.2,1,Jacob,0.3,497,False,,,50,114243.jpg,1.0,Murphy,0.0,False,,a,14,4,1,444,144,1204,187,0.1,0.2,Murphy,16,0,0,0,0,0,0,0,0,0,0,0,5,6.8,0.3,0.0,0.7,268,117,297,148,473,190,306,140,,,,,,
395,,,75115,-1,1,-1,1,0,4,6.0,5.5,8,Callum,6.0,506,False,,,64,75115.jpg,6.0,Wilson,10.3,False,,a,14,4,18,443641,31501,430099,52771,0.9,2.8,Wilson,264,2,0,1,4,0,0,0,0,0,0,4,60,65.2,26.5,79.0,16.8,66,12,103,13,26,15,47,15,,,,,1.0,
396,75.0,,90105,-1,1,-1,1,0,3,0.2,-0.2,0,Ryan,0.3,507,False,Groin Injury - 75% chance of playing,2020-09-27T16:00:17.426897Z,59,90105.jpg,1.0,Fraser,0.5,False,,d,14,4,1,9044,242,45214,7105,0.1,0.2,Fraser,57,0,0,0,1,0,0,0,0,0,0,0,3,4.6,2.3,2.0,0.9,283,128,244,131,248,122,301,137,3.0,,,,,
397,100.0,75.0,194799,0,0,0,0,0,2,2.3,1.3,0,Jamal,2.3,513,False,,2020-09-21T00:30:18.861381Z,45,194799.jpg,2.3,Lewis,2.7,False,,a,14,4,7,175094,2463,120262,14047,0.5,1.6,Lewis,201,0,0,1,3,0,0,0,2,0,0,1,33,21.4,41.2,0.0,6.2,207,82,64,14,376,153,176,56,,,,,,
398,,,18867,0,0,-1,1,0,4,0.5,1.5,1,Billy,1.0,343,False,,,59,18867.jpg,1.5,Sharp,0.2,False,,a,15,49,3,5827,239,13087,2193,0.2,0.5,Sharp,106,0,0,0,3,0,0,0,0,0,0,0,-3,3.4,3.1,42.0,4.8,293,31,235,36,71,29,214,31,,,,,3.0,
399,,,27436,0,0,-1,1,0,4,0.8,1.8,2,David,1.3,344,False,,,54,27436.jpg,1.3,McGoldrick,0.7,False,,a,15,49,4,12744,1937,35599,5843,0.2,0.7,McGoldrick,122,0,0,1,0,0,0,0,0,0,0,0,8,2.6,14.9,13.0,3.1,303,36,159,23,163,33,248,34,,,,,2.0,
400,,,40386,0,0,0,0,0,2,1.2,2.2,2,Chris,1.7,345,False,,,50,40386.jpg,1.7,Basham,1.6,False,,a,15,49,5,8926,766,45011,7883,0.3,1.0,Basham,227,0,0,0,4,0,0,0,0,0,0,0,32,47.0,3.8,12.0,6.3,108,44,225,62,166,43,173,54,,,,,,
401,,,47247,0,0,-1,1,0,3,0.8,1.8,0,John,1.3,346,False,,,59,47247.jpg,2.0,Fleck,0.4,False,,a,15,49,4,4686,273,17242,3361,0.2,0.7,Fleck,152,0,0,0,3,0,0,0,0,0,0,0,20,14.8,36.8,14.0,6.5,232,93,73,53,160,87,166,79,2.0,,2.0,,,
402,,,63426,-1,1,-1,1,0,2,1.2,2.2,2,Enda,1.7,347,False,,,54,63426.jpg,1.7,Stevens,3.6,False,,a,15,49,5,10105,750,117430,20729,0.3,0.9,Stevens,270,0,0,0,4,0,0,0,0,0,0,0,43,56.2,9.0,15.0,8.1,80,27,198,55,159,41,134,36,,,,,,
403,,,74854,0,0,0,0,0,1,-0.5,0.5,0,Simon,0.0,348,False,,,45,74854.jpg,0.0,Moore,0.2,False,,a,15,49,0,763,91,4041,606,0.0,0.0,Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,46,386,27,344,25,406,46,,,,,,
404,,,79934,0,0,-1,1,0,3,0.5,1.5,1,Oliver,1.0,349,False,,,49,79934.jpg,1.5,Norwood,0.4,False,,a,15,49,3,3789,273,18049,2750,0.2,0.6,Norwood,101,0,0,0,3,0,0,0,0,0,0,0,15,10.4,22.1,0.0,3.3,249,104,124,80,426,170,242,114,1.0,,1.0,,1.0,
405,,,82143,0,0,0,0,0,1,-0.5,0.5,0,Wes,0.0,350,False,,,45,82143.jpg,0.0,Foderingham,0.1,False,,a,15,49,0,475,49,2730,397,0.0,0.0,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,402,48,388,29,347,27,408,48,,,,,,
406,,,82691,-1,1,-1,1,0,2,0.8,1.8,1,George,1.3,351,False,,,54,82691.jpg,1.3,Baldock,3.3,False,,a,15,49,4,11992,934,107139,22079,0.2,0.7,Baldock,270,0,0,0,4,0,0,0,1,0,0,0,28,32.4,21.7,57.0,11.1,168,68,127,30,41,2,91,25,,,,,,
407,,,83427,0,0,-1,1,0,2,0.2,1.2,2,Jack,0.7,352,False,,,44,83427.jpg,2.0,Robinson,0.2,False,,a,15,49,2,1095,475,4367,506,0.2,0.5,Jack Robinson,90,0,0,0,1,0,0,0,0,0,0,0,5,9.0,0.4,15.0,2.4,252,100,284,103,157,39,263,90,,,,,,
408,100.0,0.0,108416,0,0,-1,1,0,2,-1.2,0.0,0,John,-0.7,353,False,,2020-09-21T19:30:15.407006Z,49,108416.jpg,-1.0,Egan,6.5,False,,a,15,49,-2,23475,663,611203,56198,-0.1,-0.4,Egan,101,0,0,0,3,0,0,0,1,1,0,0,-1,8.8,0.8,6.0,1.6,253,101,274,96,201,56,289,102,,,,,,
409,0.0,,146610,0,0,0,0,0,2,0.0,1.5,0,Jack,1.0,354,False,Knee injury - Unknown return date,2020-09-27T12:30:11.602150Z,50,146610.jpg,1.5,O'Connell,0.5,False,,i,15,49,3,3053,78,20551,9045,0.2,0.6,O'Connell,180,0,0,0,3,0,0,0,0,0,0,0,19,40.2,2.5,0.0,4.3,136,56,242,74,475,183,226,78,,,,,,
410,,,153723,0,0,-1,1,0,3,0.5,1.5,2,John,1.0,355,False,,,54,153723.jpg,1.0,Lundstram,7.3,False,,a,15,49,3,26016,2330,321555,50727,0.2,0.6,Lundstram,243,0,0,1,3,0,0,1,2,0,0,0,14,45.4,97.7,50.0,19.3,116,43,12,7,49,23,36,20,3.0,,,,4.0,
411,,,167878,0,0,-1,1,0,3,0.5,1.5,2,Ben,1.0,356,False,,,49,167878.jpg,1.5,Osborn,0.0,False,,a,15,49,3,259,82,966,98,0.2,0.6,Osborn,117,0,0,0,1,0,0,0,0,0,0,0,13,15.4,45.8,22.0,8.3,231,92,51,37,128,71,128,64,4.0,,,,,
412,,,169432,0,0,-1,1,0,4,0.5,1.5,1,Oliver,1.0,357,False,,,59,169432.jpg,1.0,McBurnie,0.5,False,,a,15,49,3,5861,292,25896,4633,0.2,0.5,McBurnie,128,0,0,0,3,0,0,0,1,0,0,0,9,17.6,26.9,49.0,9.4,219,26,102,12,52,24,117,24,,,,,,
413,0.0,0.0,178304,0,0,-1,1,0,4,0.0,0.0,0,Lys,0.0,359,False,Toe Injury - Unknown return date,2020-09-15T02:00:14.452284Z,59,178304.jpg,0.0,Mousset,0.1,False,,i,15,49,0,1224,25,22870,1608,0.0,0.0,Mousset,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,534,58,536,61,535,61,538,61,,,,,,
414,100.0,100.0,207189,0,0,0,0,0,3,1.2,2.2,2,Sander,1.7,360,False,,2020-09-08T09:30:15.344354Z,50,207189.jpg,1.7,Berge,0.2,False,,a,15,49,5,3427,661,4257,835,0.3,1.0,Berge,194,0,0,0,2,0,0,0,0,0,0,0,27,28.6,41.1,30.0,10.0,182,69,66,48,101,51,109,55,,,,,,
415,,,197937,0,0,0,0,0,3,1.2,2.2,3,Oliver,1.7,424,False,,,45,197937.jpg,2.5,Burke,1.3,False,,a,15,49,5,54224,10668,35619,4830,0.4,1.1,Burke,163,0,0,1,1,0,0,0,0,0,0,0,9,5.8,35.7,38.0,7.8,275,123,75,55,83,39,139,70,,,,,,
416,0.0,0.0,49083,0,0,0,0,0,3,0.0,0.0,0,Luke,0.0,477,False,Joined Nottingham Forest on loan until the end of the season on 28/8. - Expected back 01 Jul,2020-08-29T10:00:06.979778Z,50,49083.jpg,0.0,Freeman,0.0,False,,n,15,49,0,116,23,193,31,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,194,480,195,462,187,491,195,,,,,,
417,,,225321,0,0,0,0,0,1,1.8,2.8,4,Aaron,2.3,483,False,,,50,225321.jpg,2.3,Ramsdale,5.2,False,,a,15,49,7,26124,2004,157582,25420,0.5,1.4,Ramsdale,270,0,0,0,4,0,0,0,0,0,10,0,48,71.4,10.0,0.0,8.1,54,7,196,2,479,50,133,5,,,,,,
418,,,199598,0,0,0,0,0,2,0.5,1.5,2,Ethan,1.0,509,False,,,45,199598.jpg,1.5,Ampadu,0.7,False,,a,15,49,3,9550,1558,20399,2582,0.2,0.7,Ampadu,149,0,0,0,2,0,0,0,0,0,0,0,20,36.4,0.7,3.0,4.0,148,62,278,99,229,73,231,80,,,,,,
419,,,226182,0,0,0,0,0,2,-0.5,0.5,0,Jayden,0.0,510,False,,,45,226182.jpg,0.0,Bogle,0.1,False,,a,15,49,0,636,49,3347,557,0.0,0.0,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,434,171,425,170,393,157,440,171,,,,,,
420,,,155197,0,0,0,0,0,2,-0.5,0.5,0,Max,0.0,511,False,,,45,155197.jpg,0.0,Lowe,0.1,False,,a,15,49,0,455,42,1663,280,0.0,0.0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,165,404,164,366,147,420,165,,,,,,
421,,,7645,0,0,0,0,0,2,-0.5,0.5,0,Phil,0.0,529,False,,,40,7645.jpg,0.0,Jagielka,0.5,False,,a,15,49,0,26518,3854,7759,2041,0.0,0.0,Jagielka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,327,113,311,111,259,84,333,113,,,,,,
422,,,20452,0,0,-1,1,0,4,1.2,0.7,0,Shane,0.7,361,False,,,54,20452.jpg,1.0,Long,1.0,False,,a,16,20,2,15336,1808,49984,9157,0.1,0.4,Long,15,0,0,0,1,0,0,0,0,0,0,0,5,2.0,0.5,6.0,0.7,310,37,283,39,202,39,307,40,,,,,,
423,,,40146,0,0,0,0,0,2,3.5,3.0,8,Ryan,3.0,362,False,,,50,40146.jpg,3.0,Bertrand,1.3,False,,a,16,20,9,12998,6307,28513,2458,0.6,1.8,Bertrand,270,0,0,1,6,0,0,0,1,0,0,2,50,41.2,53.6,8.0,10.2,133,53,38,9,186,50,105,32,2.0,,2.0,,,
424,,,58376,0,0,0,0,0,1,3.2,2.7,6,Alex,2.7,363,False,,,45,58376.jpg,2.7,McCarthy,18.7,False,,a,16,20,8,174679,34822,377882,27379,0.6,1.8,McCarthy,270,0,0,1,6,0,0,0,0,0,5,0,52,50.0,0.0,0.0,5.1,97,13,380,25,338,23,202,12,,,,,,
425,,,78056,0,0,0,0,0,3,2.2,1.7,3,Oriol,1.7,364,False,,,45,78056.jpg,1.7,Romeu Vidal,3.6,False,,a,16,20,5,53632,6495,98856,12653,0.4,1.1,Oriol Romeu,234,0,0,1,3,0,0,0,1,0,0,0,23,41.6,18.2,0.0,6.0,129,49,143,91,345,136,180,86,,,,,,
426,0.0,0.0,83283,0,0,-1,1,0,3,0.0,0.0,0,Nathan,0.7,365,False,Ankle injury - Unknown return date,2020-09-17T01:30:16.446019Z,64,83283.jpg,2.0,Redmond,0.3,False,,i,16,20,2,11108,42,52401,2865,0.1,0.3,Redmond,90,0,0,0,1,0,0,0,0,0,0,0,5,7.2,7.2,23.0,3.7,266,115,205,115,125,68,235,107,,,3.0,,,
427,,,84939,0,0,-1,1,0,4,7.8,7.3,9,Danny,7.3,366,False,,,84,84939.jpg,7.3,Ings,19.5,False,,a,16,20,22,268853,141083,548266,32774,0.9,2.6,Ings,270,3,0,1,6,0,0,0,0,0,0,4,88,113.8,19.5,121.0,25.5,12,6,141,19,16,11,16,8,,,,,1.0,
428,,,88900,-1,1,-1,1,0,2,0.8,0.3,0,Jack,0.3,367,False,,,49,88900.jpg,0.5,Stephens,0.4,False,,a,16,20,1,1519,240,12670,2180,0.1,0.2,Stephens,180,0,0,0,6,0,0,0,1,0,0,0,23,28.8,1.9,17.0,4.8,180,75,247,77,151,35,212,72,,,,,,
429,100.0,100.0,91047,0,0,0,0,0,3,2.2,1.7,3,Stuart,1.7,368,False,,2020-09-10T16:30:21.694774Z,55,91047.jpg,2.5,Armstrong,0.2,False,,a,16,20,5,3294,1253,12632,798,0.3,0.9,Armstrong,157,0,0,1,3,0,0,0,0,0,0,0,18,13.4,17.5,20.0,5.1,238,98,148,93,139,80,206,94,,,,,,
430,,,93100,0,0,0,0,0,2,2.8,2.3,6,Jannik,2.3,369,False,,,45,93100.jpg,3.5,Vestergaard,0.5,False,,a,16,20,7,3540,987,12852,1027,0.5,1.6,Vestergaard,135,0,0,1,0,0,0,0,0,0,0,0,46,50.0,11.3,4.0,6.5,98,36,181,48,208,60,165,50,,,,,,
431,,,101178,0,0,-1,1,0,3,2.8,2.3,3,James,2.3,370,False,,,59,101178.jpg,2.3,Ward-Prowse,2.7,False,,a,16,20,7,17643,3605,125187,12898,0.4,1.2,Ward-Prowse,270,0,0,1,6,0,0,0,0,0,0,0,41,34.8,45.8,35.0,11.6,162,62,52,38,91,44,89,47,1.0,,1.0,,2.0,
432,,,107265,0,0,0,0,0,1,0.5,0.0,0,Angus,0.0,371,False,,,45,107265.jpg,0.0,Gunn,0.3,False,,a,16,20,0,955,128,5669,833,0.0,0.0,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,51,397,35,358,33,414,51,,,,,,
433,,,128198,0,0,-1,1,0,3,0.5,0.0,0,Sofiane,0.0,372,False,,,54,128198.jpg,0.0,Boufal,0.1,False,,a,16,20,0,431,75,2452,328,0.0,0.0,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,206,507,207,497,202,514,207,,,,,,
434,,,153379,0,0,0,0,0,3,0.5,0.0,0,Josh,0.0,374,False,,,45,153379.jpg,0.0,Sims,0.2,False,,a,16,20,0,2816,365,4815,804,0.0,0.0,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,413,156,403,157,365,139,419,157,,,,,,
435,,,158534,0,0,0,0,0,2,3.8,3.3,6,Kyle,3.3,375,False,,,45,158534.jpg,3.3,Walker-Peters,10.3,False,,a,16,20,10,145618,40593,228873,19710,0.7,2.2,Walker-Peters,270,0,1,1,6,0,0,0,1,0,0,0,57,62.6,41.9,4.0,10.9,70,22,61,13,212,64,94,26,,,,,,
436,,,171771,0,0,0,0,0,2,3.5,3.0,8,Jan,3.0,376,False,,,45,171771.jpg,3.0,Bednarek,2.2,False,,a,16,20,9,9894,5648,63384,4135,0.7,2.0,Bednarek,225,0,0,1,6,0,0,0,0,0,0,2,52,47.0,2.9,4.0,5.4,107,43,236,69,214,66,195,66,,,,,,
437,,,200439,0,0,-1,1,0,4,3.2,2.7,5,Che,2.7,377,False,,,59,200439.jpg,2.7,Adams,2.4,False,,a,16,20,8,37179,6589,168833,13487,0.5,1.4,Adams,239,0,1,1,5,0,0,0,1,0,0,0,15,33.6,45.6,101.0,18.1,166,22,54,4,21,13,42,14,,,,,,
438,,,213482,0,0,-1,1,0,2,0.5,0.0,0,Yan,0.0,378,False,,,49,213482.jpg,0.0,Valery,0.1,False,,a,16,20,0,387,53,2671,359,0.0,0.0,Valery,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,479,185,471,184,450,174,484,185,,,,,,
439,,,214466,0,0,0,0,0,3,1.5,1.0,0,William,1.0,379,False,,,45,214466.jpg,1.5,Smallbone,0.5,False,,a,16,20,3,21715,968,17207,2796,0.2,0.7,Smallbone,111,0,0,0,4,0,0,0,0,0,0,0,8,7.2,4.1,0.0,1.1,264,113,224,127,382,145,299,135,,,,,,
440,,,214470,0,0,0,0,0,2,0.5,0.0,0,Jake,0.0,380,False,,,40,214470.jpg,0.0,Vokins,1.4,False,,a,16,20,0,17506,3662,23472,4069,0.0,0.0,Vokins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,344,121,328,119,278,94,350,121,,,,,,
441,,,220598,0,0,-1,1,0,4,0.8,0.3,1,Michael,0.3,381,False,,,49,220598.jpg,1.0,Obafemi,1.8,False,,a,16,20,1,30396,3622,84204,12520,0.1,0.2,Obafemi,13,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,324,40,308,44,453,52,331,45,,,,,,
442,,,431131,0,0,0,0,0,3,3.5,3.0,3,Moussa,3.0,382,False,,,55,431131.jpg,3.0,Djenepo,0.2,False,,a,16,20,9,7309,1633,4241,866,0.5,1.6,Djenepo,179,0,1,1,5,0,0,0,0,0,0,0,19,4.2,6.4,25.0,3.4,288,131,207,117,118,63,241,113,,,,,,
443,75.0,75.0,450527,0,0,-1,1,0,2,0.4,0.0,0,Mohammed,0.0,479,False,Lack of match fitness - 75% chance of playing,2020-09-19T03:00:16.950625Z,44,450527.jpg,0.0,Salisu,0.2,False,,d,16,20,0,522,50,11443,1094,0.0,0.0,Salisu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,378,150,363,149,320,130,385,151,,,,,,
444,,,40383,0,0,0,0,0,1,0.5,0.0,0,Fraser,0.0,523,False,,,40,40383.jpg,0.0,Forster,2.0,False,,a,16,20,0,87960,11970,18601,3948,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,329,24,313,4,261,2,335,24,,,,,,
445,,,203389,0,0,0,0,0,3,1.2,0.7,1,Nathan,0.7,524,False,,,45,203389.jpg,1.0,Tella,0.4,False,,a,16,20,2,21688,2061,9636,2227,0.2,0.4,Tella,35,0,0,0,2,0,0,0,0,0,0,0,7,2.2,0.3,3.0,0.5,309,142,292,145,230,115,313,142,,,,,,
446,,,37915,0,0,0,0,0,1,2.3,2.8,2,Hugo,2.3,383,False,,,55,37915.jpg,2.3,Lloris,5.0,False,,a,17,6,7,62729,5426,88635,18898,0.4,1.3,Lloris,270,0,0,0,4,0,0,0,0,0,8,0,40,58.8,0.0,0.0,5.9,76,10,515,54,507,54,181,10,,,,,,
447,,,38290,0,0,-1,1,0,2,0.0,0.5,0,Danny,0.0,384,False,,,49,38290.jpg,0.0,Rose,0.3,False,,a,17,6,0,2225,374,12910,1952,0.0,0.0,Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,174,443,173,414,160,457,174,,,,,,
448,75.0,,45268,0,0,-1,1,0,3,0.2,0.8,0,Moussa,0.3,385,False,Illness - 75% chance of playing,2020-09-27T16:00:17.236494Z,49,45268.jpg,1.0,Sissoko,0.4,False,,d,17,6,1,4818,379,19324,4163,0.1,0.2,Sissoko,45,0,0,0,1,0,0,0,0,0,0,0,4,2.4,4.3,0.0,0.7,306,139,218,125,417,167,305,139,,,,,,
449,,,55605,-1,1,-1,1,0,2,0.7,1.2,0,Toby,0.7,386,False,,,54,55605.jpg,2.0,Alderweireld,2.2,False,,a,17,6,2,22433,1314,72730,17522,0.1,0.4,Alderweireld,90,0,0,0,1,0,0,0,0,0,0,0,12,17.0,11.2,2.0,3.0,223,88,185,51,244,82,250,85,,,,,,
450,,,62974,0,0,-1,1,0,3,1.7,2.2,1,Erik,1.7,387,False,,,59,62974.jpg,2.5,Lamela,0.2,False,,a,17,6,5,2674,541,5961,941,0.3,0.8,Lamela,40,0,1,0,2,0,0,0,0,0,0,0,13,4.6,2.1,42.0,4.9,282,127,246,132,72,34,211,97,3.0,,2.0,,,
451,,,78830,0,0,0,0,1,4,9.3,9.8,5,Harry,9.3,388,False,,,105,78830.jpg,9.3,Kane,17.9,False,,a,17,6,28,471754,76956,338658,69607,0.9,2.7,Kane,263,1,5,0,3,0,0,0,0,0,0,3,95,146.2,86.8,194.0,42.7,4,3,16,1,4,2,2,1,,,1.0,,1.0,
452,100.0,100.0,80226,0,0,-2,2,0,2,0.0,0.5,0,Serge,0.0,389,False,,2020-09-19T02:30:14.062101Z,53,80226.jpg,0.0,Aurier,1.6,False,,a,17,6,0,6768,898,145244,13970,0.0,0.0,Aurier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,190,497,190,486,185,504,190,,,,,,
